0295, 0.5443, 0.8318, 0.8807
0322, 0.3192, 0.5681, 0.6009
0928, 0.6358, 0.8592, 0.8913
1277, 0.7245, 0.8648, 0.9096
2255, 0.7206, 0.8683, 0.994 
3470, 0.426 , 0.8172, 0.9598
3545, 0.501, 0.759, 0.92 
3931, 0.526 , 0.7293, 0.8707
4195, 0.5751, 0.8467, 0.9198
6045, 0.3495, 0.6748, 0.7427
6293, 0.4989, 0.6443, 0.8468
7332, 0.5208, 0.7705, 0.8462
7617, 0.5195, 0.7798, 0.8321
9327, 0.43  , 0.6517, 0.7998
9577, 0.5819, 0.842 , 0.9799
