end_timestamp,start_timestamp,transcript
3337.23,3314.75,Bread
3375.799,3348.259,Lettuce
3423.611,3393.211,Apple
3463.876,3428.396,Tomato
3503.451,3478.501,Mug
3539.835,3508.655,Bowl
