end_timestamp,start_timestamp,transcript
784.851,761.191,Bread
822.931,803.861,Lettuce
899.778,879.418,Apple
954.092,924.7719999999999,Tomato
1007.954,990.7539999999999,Mug
1079.072,1063.0819999999999,Bowl
