timestamp,object,distance
738.093,Bowl,0.36802750380688076
738.449,waterbottle,0.7277720486895505
740.49,Bread,0.037959489046781494
740.987,waterbottle,0.40905310491986496
741.247,Lettuce,0.7581376876978809
741.463,waterbottle,0.7095589493121194
742.081,Lettuce,0.6428153130361284
742.255,Bread,0.6476399191140818
742.386,Apple,0.6327756218236322
742.633,waterbottle,0.568783642560509
742.76,Mug,0.539068699137269
742.861,waterbottle,0.5357519614522538
742.999,Apple,0.572066994615073
744.066,waterbottle,0.5336748786645049
744.436,Tomato,0.5161347885608311
744.538,Apple,0.5176771340115089
747.491,Tomato,0.38224769289997895
747.722,Apple,0.4143858514802519
752.488,Lettuce,0.07669387809432925
752.599,Apple,0.04473697380366481
752.716,Lettuce,0.03619261361929896
754.71,Bread,0.0012399381795259099
755.169,Lettuce,0.00016908847566723915
756.73,Bread,0.04760591442983387
758.145,Lettuce,0.10549290307730293
759.012,Bread,0.06368505868585979
759.588,Lettuce,0.055817049978002
761.349,Bread,0.05079486326907903
766.582,Apple,0.10972300203233043
766.788,Bread,0.08092036555744772
770.111,Apple,0.11958678208350333
770.293,Bread,0.07637400592115268
771.304,Lettuce,0.06616136575315623
771.469,Bread,0.0010775768047497254
780.213,Apple,0.13901447540424472
780.975,Bread,0.09037076066453183
782.784,Apple,0.10449614408367068
800.647,Lettuce,0.1451625394393645
800.792,Apple,0.14766898194267278
801.702,Lettuce,0.1269329635739806
804.608,Apple,0.08736470836950613
805.056,Lettuce,0.07577135559171998
806.068,Apple,0.1064800438200685
806.468,Lettuce,0.11219042894264111
806.645,Apple,0.13648117823003902
808.344,Lettuce,0.06732992177997095
816.899,Apple,0.03354936191735346
817.865,Lettuce,0.057442711193047016
821.129,Apple,0.07829838248433087
821.251,Lettuce,0.08166851790387283
823.135,Apple,0.10799093041952204
824.295,Tomato,0.19024469441929523
831.365,Mug,0.0270533367810676
831.618,Tomato,0.005057085997583119
834.59,Bowl,0.003498273132732106
844.69,drill,0.4143544738902556
844.89,Bowl,0.40346043809617577
846.455,waterbottle,0.639499501711696
846.858,Tomato,0.11291371451745241
847.1,Apple,0.003999993902674573
847.455,Tomato,0.0372060758007053
848.583,Bowl,0.15460039651638674
849.758,Mug,0.0026904739513675196
850.97,Bowl,0.0911037490898335
852.73,Tomato,0.05526787551045295
857.879,Apple,0.22417922928962736
860.66,waterbottle,0.2003296880450128
864.567,Tomato,0.24435682050754645
865.202,waterbottle,0.257767155678474
867.542,Tomato,0.26366543484479205
868.252,waterbottle,0.24997821431684134
