end_timestamp,start_timestamp,transcript
855.12,849.51,Mug
862.992,858.8019999999999,Bread
867.803,864.223,Bread
870.618,868.798,Bread
875.718,873.338,Lettuce
880.88,877.12,Lettuce
883.471,881.791,Lettuce
888.668,883.6080000000001,Lettuce
914.194,900.924,Apple
945.415,928.4649999999999,Tomato
979.764,958.364,Mug
1011.252,986.8119999999999,Bowl
