end_timestamp,start_timestamp,transcript
535.113,532.413,Bread
539.127,536.0269999999999,Bread
576.057,569.097,Lettuce
578.99,577.82,Lettuce
607.409,596.629,Apple
623.841,619.341,Tomato
655.664,648.414,Mug
658.456,656.4060000000001,Mug
674.853,668.2629999999999,Bowl
677.681,676.171,Bowl
