end_timestamp,start_timestamp,transcript
2728.032,2719.382,Bread
2753.57,2740.38,Lettuce
2782.789,2770.9390000000003,Apple
2805.288,2793.868,Tomato
2831.654,2824.714,Mug
2847.049,2840.929,Bowl
