timestamp,object,distance
148.263,Bread,0.6165682320900874
148.497,Apple,0.5066978633761092
148.629,Tomato,0.41690867043276164
148.738,Apple,0.39709969015987073
149.146,Bread,0.30885396503238377
150.102,Apple,0.3371300123345384
152.024,Bread,0.4085216346723897
152.136,Apple,0.521320870060355
152.836,Bread,0.4023407101253024
153.344,Apple,0.02139626969378609
153.919,Bread,0.06596229630517875
154.686,Apple,0.13804310704822878
155.375,Tomato,0.5370281852438468
156.254,Apple,0.3388676208589125
157.928,Bread,0.33568899179491146
158.683,Apple,0.2106637373194803
159.46,Tomato,0.47866105049527813
159.942,Apple,0.0937811541323201
161.094,Bread,0.11348783211826866
162.758,Apple,0.17881963160646863
165.122,Bread,0.5217519795816338
165.768,Apple,0.11982369438327417
166.93,Bread,0.09370627836070691
167.886,Apple,0.22026139105915146
168.762,Tomato,0.6896928113735213
169.52,Apple,0.3217733129195724
180.088,Bread,0.5268165911452869
180.444,Apple,0.7299599009157767
181.597,Bread,0.10017455471992198
181.881,Apple,0.1077130510820083
184.679,Bread,0.41049774239279485
186.336,Apple,0.23279495036597203
187.495,Bread,0.21715330929461646
188.778,Apple,0.17017086638455134
190.682,Bread,0.3084768874315397
191.825,Apple,0.32662451481351384
194.32,Bread,0.5652071310335659
196.236,Apple,0.5264289173231739
210.431,Lettuce,0.1984394358020981
210.858,Apple,0.2697643166556115
212.029,Lettuce,0.3360772776278751
213.253,Apple,0.3702390475741091
214.02,Lettuce,0.3459784753144117
224.088,Apple,0.08575495951036488
224.833,Lettuce,0.2237487709816644
226.772,Apple,0.05224689482429008
227.453,Lettuce,0.09973545614311044
229.243,Apple,0.22518968581149082
229.838,Lettuce,0.26864896912981145
234.12,Apple,0.15452796612226227
234.335,Lettuce,0.155105501895836
234.979,Apple,0.31929757575293494
235.842,Lettuce,0.9095861292405472
236.063,Apple,0.6552971883241349
236.167,Lettuce,0.25200417953283083
237.264,Apple,0.1519247480571055
237.386,Lettuce,0.1495478645370943
237.834,Apple,0.10196122851474129
239.453,Tomato,0.10017117246192521
239.641,Apple,0.16471272205450765
239.735,Tomato,0.18361962991807979
242.879,Apple,0.2358496292314883
243.401,Tomato,0.08563468487244474
245.262,Apple,0.3722544756873407
247.113,Tomato,0.22260324146069818
247.225,Apple,0.24220939637547217
255.38,Tomato,0.22926788105090057
255.714,Apple,0.22758351077637076
259.253,Tomato,0.2134902814479821
260.396,Apple,0.19899444279145648
265.281,Tomato,0.17898449130364025
269.945,Bowl,0.24148020303339093
270.409,Tomato,0.10314408431667797
282.207,hammer,0.7111645345501785
282.555,Tomato,0.5940732580597197
289.55,Apple,0.24186692566789203
293.286,Tomato,0.2867893184855465
297.78,Mug,0.1518675394911682
297.906,Tomato,0.13226747688700463
298.016,Mug,0.13852079974751866
298.64,Tomato,0.13605729131523558
299.17,Mug,0.10182602490684428
299.392,Tomato,0.1263541926544363
300.086,Mug,0.05827443987141497
302.34,Tomato,0.07352238198956766
302.832,Mug,0.5615299597401483
302.937,Tomato,0.4499632755295108
303.063,Mug,0.03512875795069799
303.197,Tomato,0.0677407581970591
304.433,Mug,0.12597859781745263
304.677,Tomato,0.1443114179003739
305.155,Mug,0.21567961840450725
305.742,Tomato,0.1425391790060502
307.162,Mug,0.11058041331671249
307.397,Tomato,0.15541982207011124
309.585,Lettuce,0.3425467922305375
309.91,Mug,0.09502534484319343
310.481,Bowl,0.13309695334169436
311.118,Mug,0.20185879349533645
311.921,Tomato,0.35784686342714145
312.393,Mug,0.042219049936659
314.403,Tomato,0.05470502098211778
314.549,Mug,0.03233820726359977
314.683,Apple,0.0019060977672582368
314.826,waterbottle,0.012049164476780325
314.941,Apple,0.013558894111861399
315.176,Tomato,0.02025758819999219
315.288,Mug,0.06250028291941723
315.888,Bowl,0.1555339604879187
336.097,Tomato,0.12688215213421003
338.952,Apple,0.1034869743185617
340.034,waterbottle,0.16209859596516135
340.46,Apple,0.008436025267826797
340.571,Tomato,0.26348156251594357
341.353,Apple,0.16571089210847464
342.772,Tomato,0.5195992019921634
343.083,Apple,0.15745941239905922
343.346,Lettuce,0.1601840884907457
343.636,Bread,0.15786060008617192
348.517,Apple,0.2385534526878506
348.754,Bread,0.18429976888052524
350.294,Apple,0.2952472252008658
351.04,Bread,0.2624896848737196
352.534,Apple,0.21007963545745795
353.994,Bread,0.1980018488850525
355.186,Apple,0.21355871923480269
355.281,Bread,0.19938205243777873
359.127,Lettuce,0.2736404487989882
360.235,Tomato,0.23129745126334944
360.425,Apple,0.26527730010484923
360.56,Tomato,0.22901002406697618
361.516,drill,0.579696138600543
361.606,Bowl,0.6433892099275256
361.92,waterbottle,0.6802866180530912
362.123,Bowl,0.5504516232774963
362.846,waterbottle,0.41871661972972096
363.524,Tomato,0.45859403206888877
365.04,waterbottle,0.8164607478893895
365.964,Tomato,0.5201720734376589
366.064,Bowl,0.4749239201551359
366.315,Tomato,0.36779067424123246
367.465,waterbottle,0.5248354461134946
368.08,Bread,0.8464681866099796
368.785,waterbottle,0.5771111691630427
369.501,Lettuce,0.4043805447867635
369.867,Bread,0.42323266301691254
370.794,waterbottle,0.49560511533600377
373.765,Bowl,0.628084829099206
374.069,Tomato,0.5943168308142
374.284,waterbottle,0.548531199168819
374.839,Apple,0.3683679567310758
375.199,waterbottle,0.37463106116385236
375.438,Lettuce,0.39449552814167754
376.198,waterbottle,0.404897547821398
380.018,Tomato,0.4748778006076355
380.735,waterbottle,0.6367773219952425
381.118,Bowl,0.5044671658748563
381.691,Tomato,0.33979367996994486
