/Objects/Apple_34d5f204,/Objects/Bowl_1,/Objects/Bread_a13c4e42,/Objects/Lettuce_b97186e2,/Objects/Mug_77db6e4d,/Objects/Tomato_7d6fd278,/Objects/drill_textured/default,/Objects/firstaid,/Objects/waterbottle,timestamp
0.07524086938532515,,0.020834402483301817,0.021305763230892283,0.1779987194546202,0.13440173057276528,,,0.07554531411216969,624.378
0.07349596646801804,,0.019980927696656048,0.02043979275557284,0.17530601052470574,0.13224085761375548,,,0.07365066951940868,624.497
0.07170055097000483,,0.01830496953839733,0.018570339127515156,0.17352406752244465,0.1307937576682523,,,0.07144744990616414,624.611
0.07300483710812533,,0.018709124158079904,0.018948844990666847,0.17519575387793562,0.13246770342071978,,,0.07265623499210538,624.737
0.0702877886686456,,0.01668190776804712,0.017014973103938513,0.17188252741894516,0.12961332421855698,,,0.06963818281137513,624.86
0.06963650203870797,,0.015623682780965487,0.016038502592885973,0.17162299998615937,0.12938624114830766,,,0.06873223796902228,624.986
0.0755906744388225,,0.017124231909420917,0.017464985741352912,0.18141551515690924,0.1379061167088157,,,0.074410463563794,625.117
0.07909903790681372,,0.017550604602389774,0.018118791825790015,0.18792771105574424,0.14334154269189858,,,0.0776906998472624,625.251
0.09244480987154435,,0.02213638550731778,0.02276213962001139,0.20936363639455657,0.16192624552086154,,,0.09060965401619248,625.376
0.11065546388606351,,0.028889106097454986,0.02973304613768768,0.2388021090565816,0.18812643201865886,,,0.10733167258236309,625.49
0.12189076714248737,,0.034811535659676096,0.036094758403188654,0.25568079553076006,0.2034341333103411,,,0.11773379234116066,625.611
0.12239599155249337,,0.03471590390966528,0.03579497295894707,0.25673417088537154,0.2042451404632445,,,0.11821065954035148,625.737
0.1215044626533398,,0.03433498409601743,0.035370022853437155,0.2561029313594789,0.2034807027777209,,,0.11724302759861294,625.872
0.11389691520299317,,0.02998564793309144,0.030995064483107404,0.24590858994986475,0.19396165858331682,,,0.10991338852821542,625.998
0.11368795287307276,,0.02984324363589852,0.03108952164030132,0.24573119674376442,0.1935027860257822,,,0.11002611468461054,626.103
0.11301988109467487,,0.029181047100006907,0.03007349812766058,0.24495661820618342,0.19260971323816378,,,0.10952324845900785,626.23
0.11032297585706696,,0.028016294876418324,0.029789408487833402,0.2412750129478064,0.18912605741997546,,,0.1070026908179863,626.349
0.1050839770399511,,0.025203639436885084,0.02618689918703443,0.23400686475025945,0.18278157735186185,,,0.10151835446668311,626.496
0.10195568732696203,,0.023728296514449854,0.02465482099911609,0.2289873195394253,0.17850354387426526,,,0.09866655302211524,626.611
0.09623906338346666,,0.02197762518205204,0.02270220354341168,0.2181515251785846,0.16913287710662073,,,0.0938857178861442,626.747
0.09354316313276734,,0.02205341022179308,0.022588642719471697,0.21215629721515816,0.16408775277740917,,,0.09177582658013228,626.872
0.08018020111735347,,0.01882392048760695,0.01956843463601443,0.18879520289896634,0.14402161689147897,,,0.07930681419805508,626.997
0.07024103716271468,,0.016432129329705614,0.016987428923518788,0.1718639697147064,0.1294898417706104,,,0.0698084106111585,627.126
0.06820736771436198,,0.0167920360686884,0.01698867576000007,0.16738872266025107,0.125755998485781,,,0.06809268478302555,627.242
0.06194662334878687,,0.013050085405333256,0.01330247981235988,0.15938529061787388,0.11867564581506218,,,0.061424108046216674,627.36
0.0596205092581924,,0.012253581847080697,0.012464877129464424,0.1561767937406524,0.1156929163283108,,,0.059157494317848336,627.478
0.057738895596358364,,0.010626472285976907,0.010744064432622769,0.19747388674242494,0.1305773499682381,,,0.05703783012634933,627.604
0.056922348227121944,,0.009473927888554723,0.009696863291164148,0.154378703528261,0.11371381529018654,,,0.056029952990168,627.715
0.05468445596168936,,0.008625699534697162,0.008832265989522692,0.1512683566218309,0.11091089445234459,,,0.053756838704458576,627.835
0.05383402648210234,,0.008017305248246176,0.008219733474752466,0.15023336008709676,0.10999417617859097,,,0.05282390448611518,627.95
0.055854115392954706,,0.008358879730424817,0.008692226497818756,0.15366019415936505,0.11309605962250657,,,0.0546340708449109,628.069
0.05313755173744328,,0.009010654734074475,0.009172454467986424,0.14706437378110404,0.10777528454855378,,,0.052372794994504535,628.191
0.051826387526273,,0.011480296880251206,0.011594389169083064,0.14109473631680913,0.1031747870108094,,,0.051835380330585545,628.291
0.06659681739313816,,0.017713347151450454,0.017947153123493154,0.16231387118657825,0.12200479745587545,,,0.0667367125946835,628.419
0.07125069176943022,,0.017216636919123007,0.017550115660644794,0.17175489388068865,0.1301716528444502,,,0.07065201449431158,628.548
0.07134390568442261,,0.016933708138260672,0.017406347834520774,0.17242328136594132,0.13052612860067592,,,0.07077972521308495,628.684
0.06805068350411947,,0.014012532699502422,0.014473856993907352,0.16948213816665347,0.12760621830791297,,,0.06711332247818835,628.811
0.0707016214822691,,0.014542947548741858,0.014994506390133111,0.17455769689534117,0.13171268809240588,,,0.06969398472234967,628.933
0.06590712916749142,,0.011403348745404163,0.011773269641417672,0.168932841199241,0.12658185349710305,,,0.06450930420745071,629.041
0.06579825090008629,,0.011085652307756821,0.011538205951903802,0.16913955374140055,0.1266484008321357,,,0.06436790029063266,629.162
0.06541383873537476,,0.01054845320877762,0.01101426687045326,0.16896691303982803,0.12643074862874537,,,0.06389047676166093,629.28
0.06455494888877922,,0.01002763476134727,0.010649584096230957,0.16801919540533694,0.1255749899643952,,,0.06292072999493903,629.407
0.06595669049534403,,0.011608752061440963,0.011969737103852518,0.16847855319437566,0.12638590704810848,,,0.06454664792066922,629.538
0.07702279350206409,,0.021220092802267998,0.02159725434326576,0.1785123454450238,0.13631643103439317,,,0.07681781733861426,629.657
0.1035997307312031,,0.02464675318489007,0.024822990874260875,0.21688212518049688,0.11027055378969375,,,0.07376855480194944,629.791
0.0662193348154213,,0.022987505628916827,0.02300293149193311,0.15434854175459778,0.116667002269222,,,0.06720243008357962,629.905
0.06522475731982347,,0.022493289443707654,0.022461596069591305,0.15282739322104832,0.11539589666954941,,,0.0661728204683758,630.012
0.06234257001529142,,0.023987620566538803,0.02379254075662529,0.14590376072038036,0.10967369420663675,,,0.06380088195255096,630.15
0.056250002329507054,,0.022196083757138774,0.02200628216255629,0.13591116337284526,0.10107835519553943,,,0.0578266701429756,630.278
0.05685030142395009,,0.02216245676159434,0.02202085124230091,0.1371321025996819,0.1021038775745603,,,0.058379715411270516,630.375
0.056236587776383185,,0.02477018290855104,0.024951015198470428,0.13364771401565245,0.09930759038953962,,,0.05831896460165864,630.501
0.050707023131464135,,0.02708605031776634,0.026553353509559674,0.12136700500451059,0.08912018885186535,,,0.053444155567939466,630.606
0.04403152171622371,,0.024537476420629978,0.02429972054155316,0.11075567824033883,0.07996224942839147,,,0.04676740187260775,630.705
0.04727618306955095,,0.021209571148700035,0.020864269155603687,0.12058153353555456,0.08767251883344085,,,0.04935844001009304,630.83
0.043044506165301866,,0.01666119963465107,0.01634961407532809,0.1176553111680706,0.08453659620761789,,,0.0445502718405596,630.963
0.04176322919521391,,0.014629500706956788,0.01436824497086353,0.11741513530039127,0.08407053499493855,,,0.042955267375279105,631.081
0.03629826157829452,,0.01223898404645507,0.012249403813638704,0.10941086559240387,0.07722080656419916,,,0.03720933689336203,631.206
0.03810582936444695,,0.013355125151046976,0.013056807407046844,0.11147721810967393,0.07909082101647247,,,0.039190127204716596,631.313
0.039098204086496,,0.012781122066772732,0.012503713126456484,0.1140733626483541,0.08120313205065477,,,0.03998913253274694,631.442
0.040997560110888176,,0.013249855436631375,0.013000253679176677,0.1173180085133968,0.083871937134119,,,0.041946999987136246,631.539
0.03834488748077547,,0.01249684218169167,0.012491750802957613,0.1135895270692372,0.08046559102563622,,,0.03931353899541257,631.663
0.04215900543329121,,0.010457872219459041,0.010636881940222831,0.12342102556220891,0.08846644060388975,,,0.04242837688054335,631.787
0.043718504263628,,0.008304462009079527,0.00833239263357688,0.12848885550761313,0.09280255328457532,,,0.04320292374039303,631.898
0.046700987367660374,,0.011786856687622804,0.011772759636027752,0.1299583373782569,0.09452454799189158,,,0.046826393671345556,632.025
0.04893908355777088,,0.019408042106627832,0.019302941733686185,0.12543909427375477,0.09164985662989655,,,0.05054429135399463,632.119
0.048411593395917496,,0.01865039765854004,0.01824062949784777,0.12456818984461215,0.09106177388908321,,,0.0498255912148462,632.251
0.060243783217455715,,0.019786790954875788,0.01943693494422105,0.14625715878023715,0.10945978208781082,,,0.06101405460039577,632.388
0.06211897575113112,,0.018261499159731298,0.018685763069791528,0.1513120178401166,0.11359613299636273,,,0.06245406814868881,632.512
0.05901166002526825,,0.019112376645390783,0.019190673667632607,0.14451686935261054,0.10785245503200935,,,0.05982561346993709,632.634
0.044403408663742816,,0.018046704560589655,0.017910951111363538,0.11756673548624452,0.08498009629460368,,,0.046018346153508305,632.758
0.04074192301858326,,0.020350919601485606,0.019917567801742364,0.10841401183303534,0.07746040501022089,,,0.04297896234653065,632.887
0.03918889840181028,,0.0242510497405678,0.02422126236376576,0.1020685835424423,0.07244631683171687,,,0.04213851662452861,633.017
0.03692388564674587,,0.023074766382843115,0.023021040203871856,0.09913864375739656,0.06984139901438391,,,0.0397805217329269,633.141
0.04395203484071941,,0.019024121792947768,0.018671269994174344,0.11642746682859695,0.0839315525956581,,,0.045842913863764934,633.273
0.05638370403652482,,0.017208142045470942,0.0175507954898676,0.1421621296611666,0.1055124585534335,,,0.05701836642763458,633.384
0.06532098198801894,,0.016802049324826318,0.01726771672573635,0.15993367978277384,0.12055948526347138,,,0.06502497380572714,633.487
0.07412594110231552,,0.017471776011636853,0.017918449786614388,0.17635103489198822,0.134669038533758,,,0.07297273085787359,633.6
0.08524681096798237,,0.019202865096272337,0.01992608178442712,0.19665470550545194,0.1523333637453853,,,0.08284651490807193,633.724
0.09525596959653593,,0.022288340305627763,0.023027823273388592,0.2134295010042958,0.16717163288985815,,,0.09192796622620059,633.856
0.09922023667607405,,0.02379187719533804,0.02480658546352099,0.22002751775307205,0.1729801008600641,,,0.09553631709333266,633.991
0.1058321042898972,,0.026391781119826985,0.027277078091853646,0.23083149491102706,0.182525356351806,,,0.10157390792740384,634.115
0.10343144623139433,,0.024950111271962894,0.025720501439367216,0.22781122967741219,0.17971795135065305,,,0.09913118176445235,634.237
0.09611627434805836,,0.021565142924143355,0.022576208068879722,0.21730935925214923,0.17028661513678578,,,0.09196718734166975,634.372
0.0915546922680811,,0.019402006960406504,0.020158574818602393,0.21044257528260135,0.16413683388153566,,,0.08763039175373433,634.494
0.08661995962827562,,0.01741096274672993,0.018598356398775273,0.20281099202888064,0.1573624606223828,,,0.08294925547144116,634.612
0.08330517475983068,,0.016239058796922223,0.017006379048393083,0.19736857568398058,0.15252014489878907,,,0.07994419902103611,634.739
0.08179889788373063,,0.01563165527311139,0.016244719274746577,0.19484647340138128,0.15045595585020144,,,0.07858840574714376,634.847
0.08575055665575548,,0.017445501390318308,0.018055072686472218,0.23747894850784412,0.17162579140370327,,,0.08242390444517822,634.974
0.08529987356798785,,0.01723670551379297,0.017902835141394458,0.20008813688778015,0.155119484685856,,,0.08199677378829462,635.082
0.08610417659722536,,0.01747693490268143,0.018302333849196772,0.20142501174750505,0.15639488701124282,,,0.08262903382580633,635.175
0.08725187344636465,,0.01795921107899079,0.018630150692679925,0.20280710643241262,0.1577612155108702,,,0.08374770974535606,635.277
0.08310366996871543,,0.016226074685795955,0.017016280412590956,0.19646813110840056,0.15233196475593325,,,0.0795378905278602,635.384
0.08008147955645117,,0.01529758637878198,0.015892458644988228,0.19115005070480218,0.14769316711200375,,,0.07683586954570043,635.507
0.0883800471799161,,0.02143851639801375,0.02214655371958163,0.20040640883802818,0.1559328762748291,,,0.08620784221501376,635.626
0.0780052438729486,,0.019103496650339946,0.019468915392500175,0.18275076300344628,0.14021533720784296,,,0.07688545063247787,635.758
0.0768457316813057,,0.018241574274659778,0.01855368509191313,0.18190776371247663,0.13910448976430878,,,0.07577029823535586,635.868
0.07256133520037134,,0.015440469087919295,0.016066054182055756,0.1770672499197108,0.13452707135475228,,,0.07125691543319412,635.994
0.06932362932781044,,0.013386266172631833,0.013948526423770424,0.17346114103964494,0.13112899916275722,,,0.06780059122385917,636.127
0.06880438736203032,,0.01256827737701971,0.013031647760168408,0.17337070675601507,0.13103021421063243,,,0.0670494955798614,636.248
0.06690802580260702,,0.011677640730835326,0.012023771409273465,0.1703065220076827,0.1285915896697255,,,0.06498940909535467,636.367
0.07024755255733772,,0.01395006540161281,0.01440784127835082,0.1736672298342461,0.13194241322849887,,,0.06854030637535435,636.494
0.07356348676854196,,0.014845037092164892,0.015184667436646815,0.1786805113558606,0.1366184664743566,,,0.07155255064718047,636.61
0.08067227011512135,,0.017985325572855815,0.018490795468865673,0.18859578325640813,0.1458594255538571,,,0.07835056121559436,636.725
0.09655518642942273,,0.027386658239319184,0.028116321388658716,0.2089519956210255,0.1644367581780084,,,0.09464226048342095,636.85
0.09350226341460788,,0.025407804824062796,0.025993038026955295,0.20535711107828447,0.1609870062003027,,,0.09140815126143553,636.959
0.09356115701782763,,0.026704086629952828,0.02751709142586245,0.2038544750732022,0.15986746917165717,,,0.09184233861615221,637.092
0.07668023023738635,,0.01959274693944446,0.020041614167117028,0.17823085315652998,0.13719411999225484,,,0.07539843090329468,637.238
0.07479723771377611,,0.021094277677241258,0.02140982833635785,0.17306811843550796,0.13278686553193697,,,0.07421048775477945,637.338
0.07181454194062242,,0.019916872454337264,0.020201258149092793,0.16852140309529628,0.12880070805346877,,,0.07126358112404763,637.475
0.070414468804747,,0.019890380085523685,0.02016617662164666,0.165723115824702,0.12644635939076554,,,0.07000765595332947,637.579
0.06815702369877419,,0.02004413797584703,0.0204510900297743,0.16092538314199112,0.12242192224294568,,,0.06804897403975396,637.698
0.06739627197855502,,0.023991213322229532,0.024034253986486287,0.15507344759041863,0.11784396671910857,,,0.06828037013830257,637.832
0.06563843866739905,,0.022813007292634913,0.022954384634235714,0.15302472174141935,0.1159975232711643,,,0.06638328585986342,637.95
0.06379701809160421,,0.021172028368621865,0.021293795001550042,0.1511962953340329,0.11429153050389607,,,0.06433739704982766,638.073
0.06315740700331995,,0.01919156549702461,0.0193403916199395,0.15186300364314842,0.11470647647578158,,,0.06334066073794853,638.196
0.012459410349494382,,0.05690294202387969,0.052771819148075716,0.1981144895951844,0.07447467033123822,,,0.06280891274527256,638.313
0.06401974448116732,,0.02023960938057401,0.020341289122127404,0.15254606358401557,0.11529261980126382,,,0.06440387891992239,638.423
0.06779579277777237,,0.021562315910583774,0.02176212955343304,0.15874223030724555,0.12060974927756607,,,0.06811316858453798,638.551
0.06914097110304607,,0.022928883514300336,0.023062177884554447,0.15982930862574862,0.12161335642750526,,,0.06970427783280353,638.662
0.06891710249625027,,0.022484607982549143,0.022626533739379395,0.159930696945207,0.12159287191889045,,,0.06944039548670355,638.802
0.07297717883801114,,0.025077782683711747,0.025234032366811654,0.1651942153552075,0.1262970283069781,,,0.07367087764037228,638.92
0.07191480263202521,,0.02525665415717937,0.024955346528647948,0.16313741695836792,0.12453755126671551,,,0.07271517006936423,639.039
0.0720177078549723,,0.0246130040371052,0.02477372289666735,0.16365541105674775,0.12496708626838537,,,0.07272585922653407,639.156
0.07067316650994693,,0.023826448192046157,0.02399584659203091,0.16211565930421334,0.12355743847605682,,,0.07129581277350672,639.321
0.0713634605539939,,0.023343839365043806,0.023504844750191656,0.16408984104229296,0.1251928076947112,,,0.07177857939071386,639.427
0.07034402186350719,,0.022134930085881743,0.022343717836960098,0.16319865444357495,0.12433952822859617,,,0.07063107164358895,639.559
0.06942006134786738,,0.02152414099644162,0.02172444766415005,0.16205704073157512,0.12331989308850344,,,0.06964949480707672,639.685
0.07041075945147635,,0.02197394901708083,0.022194318389537004,0.16360798270821475,0.12472463104887954,,,0.07057583713364046,639.825
0.07000231842848792,,0.021786767554739184,0.021985047545083458,0.16274800044831828,0.12407058302560225,,,0.07015511791057027,639.945
0.06937372663933816,,0.02131427646433337,0.02151220337996429,0.16202926268453866,0.12341133467789989,,,0.06948321632584842,640.062
0.06876152409696934,,0.020831330763152578,0.021229155937075084,0.1613567490326877,0.12279977999913594,,,0.0688123506581595,640.185
0.06773548023067477,,0.020100221665085072,0.020589687817226476,0.1602719979883006,0.1217872055526581,,,0.06770939836131551,640.318
0.06767627150341804,,0.01939435544819257,0.019613223470394736,0.16073829931910144,0.12215877039435907,,,0.06749886603848476,640.441
0.06962859430596047,,0.019212625563101104,0.01939227448199865,0.16469629853892087,0.12557366558074945,,,0.06915078359990923,640.532
0.07269486400865699,,0.019703243224794442,0.02004597220301485,0.1701090492742181,0.1291607596426102,,,0.07199111772259847,640.657
0.07269486431900174,,0.019686908387047897,0.02014764559643878,0.1701090492742181,0.12905843111199633,,,0.07199111309345152,640.776
0.07269486288204752,,0.0197167230757459,0.02009879746523935,0.1701090492742181,0.12905843111199633,,,0.07199111309345152,640.88
0.07269486400865699,,0.019819808036289466,0.020127204994849768,0.1701090492742181,0.12905843111199633,,,0.07199111309345152,640.972
0.07269486400865699,,0.01981414906685741,0.020127204994849768,0.1701090492742181,0.12905843111199633,,,0.07199111309345152,641.075
0.07269486400865699,,0.019808613394077357,0.020127204994849768,0.1701090492742181,0.12905843111199633,,,0.07199111309345152,641.18
0.07269486400865699,,0.019737535590433897,0.0201059729980978,0.1701090492742181,0.12905843111199633,,,0.07199111309345152,641.284
0.07269486431900174,,0.019825497880422538,0.020137268967414412,0.1701090492742181,0.12905843111199633,,,0.07199111309345152,641.391
0.07269486431900174,,0.01993559424038671,0.020127204994849768,0.1701090492742181,0.12905843111199633,,,0.07199111309345152,641.578
0.07269486400865699,,0.019664577613982215,0.019981952398558045,0.1701090492742181,0.12905843111199633,,,0.07199111309345152,641.744
0.07269486288204752,,0.019675802397116082,0.020137268967414412,0.1701090492742181,0.12905843111199633,,,0.07199111309345152,641.899
0.12005148994001558,,0.03861995660211104,0.03952712824180904,0.24291700915628267,0.1939306373023033,,,0.11748411530163072,642.192
0.11710203913159611,,0.03820473551051695,0.038975887457614045,0.2378352814120186,0.18897475944609454,,,0.11520769226447636,642.428
0.11554016846474469,,0.037565919999666186,0.03831475857248856,0.23566039966039254,0.18697670404481237,,,0.11369725203161074,642.559
0.11382147649459728,,0.03637489471538402,0.037132467782953094,0.23342832649037137,0.1849725949778569,,,0.11194057088056797,642.678
0.11358057596657356,,0.03597314738173307,0.03657593085615085,0.23331424586237814,0.18489836013744254,,,0.11161095350045802,642.794
0.11422116511321256,,0.03698956492192873,0.03813749228724528,0.23360577578749042,0.18517653133669199,,,0.11240674318539279,642.916
0.09978830064138089,,0.029086917481646934,0.02994439901910806,0.2135667931070998,0.16736898235294262,,,0.09788982828249126,643.013
0.08777121189414794,,0.024330990077095938,0.02483334098365253,0.19490261935093978,0.1511312209108171,,,0.08637890581977703,643.161
0.08814651053487288,,0.028065503193787644,0.0284051166403837,0.19137939937000903,0.14822281592856834,,,0.08778719731261175,643.268
0.0849622551005883,,0.02991156955727281,0.030141368003174684,0.1831151146416068,0.14116297275085465,,,0.08546756837667058,643.41
0.08025683355635882,,0.028920407094395917,0.029506221800106203,0.175103919823261,0.1342146297258413,,,0.08100548550898479,643.532
0.07958976148415808,,0.02890130109493272,0.029161078367912596,0.1738094608360694,0.13313807305171133,,,0.08037578532306056,643.641
0.07783710766453822,,0.02774223727495939,0.027977537216120396,0.1716337630428172,0.13122285098739972,,,0.07851647001712259,643.764
0.07708435914019696,,0.02665733694032202,0.026782269499061817,0.17110900374330695,0.1307557788262793,,,0.07760334633397192,643.881
0.07760504048633654,,0.026236273727276993,0.026412267662252353,0.17247104217826992,0.13197016611038948,,,0.07793652697189257,644.018
0.07854190698330787,,0.09546925970019848,0.10920026730964105,0.17410438915143855,0.13348942732341085,,,0.0787259654318544,644.156
0.07833738724887085,,0.026291512727577793,0.026875720038547324,0.1738230433707696,0.1332845173571966,,,0.07847983501522415,644.252
0.07890942393635547,,0.025897361494354065,0.026194298914676506,0.17518677230745117,0.1345067790158464,,,0.07887954095782834,644.375
0.07906610075172316,,0.025949304590471067,0.026140509283059554,0.17550286231168521,0.13477689413098626,,,0.07902436751581998,644.472
0.07791622559939604,,0.025203638785950333,0.02550513188995085,0.174281315425042,0.1336123565191909,,,0.07782704954364816,644.62
0.07590043805282021,,0.023655142549876218,0.02383041926056817,0.17202737145340885,0.13148605633062616,,,0.07574095903437583,644.735
0.07482628467591468,,0.022995161631341632,0.02327397334201109,0.1710026766812529,0.13041279201207434,,,0.07466079363982381,644.866
0.07450903275674414,,0.022481809537361674,0.022752097588493947,0.17095238549938618,0.13019281947645378,,,0.07437790838376479,644.979
0.07337469964809762,,0.021653572099455953,0.0219327768457096,0.17007235049425506,0.12960258522938728,,,0.07320069745014646,645.104
0.07238910751208572,,0.021248288376015112,0.021505881766817336,0.16878790092742701,0.12835455058845457,,,0.07227302503478694,645.205
0.07164851207735945,,0.021002635745760778,0.02124363906035942,0.16759285497744814,0.12716469324348512,,,0.07169316750357435,645.341
0.07189379165990228,,0.020807792584371265,0.02166576666226916,0.16817694443303255,0.1275955571681815,,,0.07194581933264721,645.451
0.0712916892863319,,0.01955842350883774,0.022173024375590322,0.16682433147531595,0.12640225803502936,,,0.07149435150438743,645.566
0.07086273841466428,,0.01903691133762253,0.02241307353071842,0.16582161168425102,0.12556338403088219,,,0.07114361507319189,645.69
0.06884239813372384,,0.017859290315204168,0.021415499844261054,0.16242848472314708,0.12264960050043316,,,0.0691907539943949,645.81
0.06707190002715857,,0.0152342090733123,0.021249033674762496,0.1593531574868341,0.1200435479621812,,,0.06747417847686932,645.926
0.0661133464746394,,0.01727376671538927,0.02064510279500742,0.15780679110904117,0.11877310191768387,,,0.06647626009638008,646.049
0.06543334547349122,,0.01695684297166844,0.02107859631237452,0.15660624197718032,0.11776837913565885,,,0.06581067553420572,646.172
0.06434233577307824,,0.016731382160310004,0.02109852597137396,0.15487066868329002,0.1163100915112869,,,0.06469334776048663,646.307
0.06433873755857777,,0.015798898039545373,0.020815317756663232,0.15494896013103943,0.11639255704289964,,,0.0646512739577334,646.414
0.06306860989564822,,0.01509529848654556,0.021262622554025667,0.15319876223752205,0.11483949803972848,,,0.06335612457916662,646.536
0.062243546805281325,,0.014430763149273718,0.02108057444833311,0.15206793494080173,0.11382029539629868,,,0.06253002760233162,646.669
0.061175874970900934,,0.013944047761128453,0.021224698389474272,0.15054330526113113,0.11248568669260339,,,0.06144014580461932,646.784
0.06070210870709569,,0.013976745177543548,0.020632724084580167,0.14959949246996607,0.11167592419433348,,,0.061022029701749414,646.906
0.0607828993349947,,0.014116095588063926,0.02230803676349724,0.14971334653033497,0.11179907806045386,,,0.0610851720356983,647.026
0.06047250667551496,,0.014111138755412145,0.023132330204272633,0.14866812802570428,0.11089607911237509,,,0.06094278956815624,647.152
0.06054692138375739,,0.01594476952006063,0.023740866084675627,0.14721283612671954,0.10975759660687823,,,0.06136543405078787,647.268
0.060325565705816486,,0.07950330384840998,0.02605468514021181,0.14499837994211373,0.10801594277191384,,,0.061527575586083016,647.4
0.06003179885614551,,0.0804684832667536,0.026653660864202844,0.14375595281784426,0.1070581209748589,,,0.06135031980552641,647.507
0.062282390805885934,,0.08335102696257912,0.0281487756367359,0.1463459532785032,0.10944071290576585,,,0.0637283653816424,647.648
0.06266473192434097,,0.08178309090383928,0.030312618754449572,0.14790083252900377,0.11072824734080389,,,0.0638870691580452,647.766
0.06232306476789784,,0.0807661896377243,0.03002131009424014,0.14780785858197343,0.11060185337170658,,,0.06345893373678546,647.906
0.062082808109144905,,0.08069919767378564,0.029893416473959045,0.14740699194007845,0.11023406920348722,,,0.06324594744152401,648.019
0.062314136089529626,,0.08018062814300231,0.029985103154147708,0.14824005390786776,0.11086996636833835,,,0.06341448252859538,648.139
0.06209175653050791,,0.07900718456883848,0.029773834315692138,0.148566245247162,0.1110507445301675,,,0.06308894605027238,648.262
0.0616013569853513,,0.07856842478776971,0.02942154787532314,0.14789145334601084,0.11045233310350644,,,0.06258925223893841,648.39
0.06145124652774503,,0.07997054212213117,0.029396747580412996,0.14683569536924856,0.10961494769389035,,,0.06261496016328905,648.542
0.0628082932467009,,0.08301291689059842,0.030496539108975984,0.14767028087788847,0.11050488526902325,,,0.06418345873535958,648.662
0.06605196186614604,,0.08794673516571627,0.03291662339769508,0.15108714382807586,0.1136525714903529,,,0.06770420119332798,648.764
0.08276246223040562,,0.10550327945326832,0.0454468106787288,0.1729152785853757,0.13311982840893521,,,0.08497186695339587,648.891
