end_timestamp,start_timestamp,transcript
642.061,621.721,Bread
650.583,648.2629999999999,Lettuce
677.138,651.378,Lettuce
765.152,736.292,Apple
821.404,800.124,Tomato
878.789,852.639,Mug
937.88,919.9399999999999,Bowl
