end_timestamp,start_timestamp,transcript
176.712,171.462,Tomato
208.185,200.255,Tomato
233.938,225.69799999999998,Lettuce
263.953,254.35299999999998,Apple
281.416,273.436,Tomato
309.549,302.589,Mug
334.601,322.841,Bowl
354.982,349.53200000000004,Bread
