/Objects/Apple_34d5f204,/Objects/Bowl_1,/Objects/Bread_a13c4e42,/Objects/Lettuce_b97186e2,/Objects/Mug_77db6e4d,/Objects/Tomato_7d6fd278,/Objects/drill_textured/default,/Objects/firstaid,/Objects/hammer_textured/default,/Objects/waterbottle,timestamp
0.06793521692010374,0.12541931442315035,0.11061533086035369,0.06622331972670104,0.11944369869479077,0.08515456773727859,2.0,2.0,2.0,0.06519776331380456,1462.965
0.07940868407793367,0.16214793367493852,0.09560866588859274,0.06417772347522077,0.1481336678952434,0.10496326076722196,2.0,2.0,2.0,0.0748171420218049,1463.072
0.08263609372582592,0.16993460912856817,0.09379796395791462,0.06490856024913794,0.154446635461425,0.1096855357835298,2.0,2.0,2.0,0.07774701741799506,1463.156
0.07875751837478273,0.1600627045659062,0.09670328949709261,0.06431032102491352,0.14663158711739077,0.10384178267188648,2.0,2.0,2.0,0.07433578986567357,1463.273
0.07565210222499574,0.1497450939374103,0.10182717387519002,0.06523082814622216,0.13882500647315954,0.0983908136843813,2.0,2.0,2.0,0.071777842925689,1463.361
0.06908751436505045,0.1306010748937122,0.10810106381357898,0.06530557043297514,0.12353342953457214,0.08761898063251305,2.0,2.0,2.0,0.06614344348548573,1463.457
0.06413384798112709,0.1189090506098418,0.10922547104797276,0.06388487044866797,0.1135748086387941,0.08031558691998697,2.0,2.0,2.0,0.061701789437017984,1463.576
0.06105824039587737,0.11553788751504646,0.10573965484993875,0.06090921674026306,0.10994951776249173,0.07702544192161143,2.0,2.0,2.0,0.058674174702636805,1463.67
0.05886045906549775,0.11349587975773168,0.10290079452431067,0.05860499510055561,0.10760257216787472,0.0747881294907986,2.0,2.0,2.0,0.05648748941274229,1463.78
0.05740352349720568,0.11194292053038579,0.10121899376725096,0.057182719004981286,0.10592210504691901,0.07323790064144775,2.0,2.0,2.0,0.05506539125482679,1463.894
0.058050863473373404,0.11290306353817603,0.10189387857991816,0.05774897111930266,0.10688552079157665,0.07399963246838315,2.0,2.0,2.0,0.05571181500528388,1464.019
0.05960362988402135,0.11313832598055418,0.1053970172970774,0.060095250280259416,0.1077764233715931,0.07517608083701766,2.0,2.0,2.0,0.05737545324666282,1464.109
0.05964815336103124,0.11285232613634288,0.10581402871683265,0.06032359506453644,0.10760852588220837,0.07511324626461346,2.0,2.0,2.0,0.057450426360866946,1464.208
0.05879271021694221,0.11225324146019211,0.10445017980430149,0.05930869748950096,0.10681018689128718,0.07430865761740268,2.0,2.0,2.0,0.05657695037653898,1464.326
0.05913417895167716,0.1097793100019645,0.10793988431330603,0.06120024578554695,0.1053205472405826,0.0737365178457795,2.0,2.0,2.0,0.05715128136441783,1464.435
0.05836133126402965,0.10816511040828558,0.10784404977428241,0.060858626719319964,0.1038825729088092,0.07265766262650397,2.0,2.0,2.0,0.05644775114323053,1464.528
0.058306455021767234,0.10649547867975218,0.10943868978981763,0.06162332075139465,0.10270286675006224,0.07206655115023264,2.0,2.0,2.0,0.05652491935193893,1464.626
0.057337870414763015,0.1005752610344478,0.1128803927284574,0.06345854261826966,0.09787329064422534,0.06938547705044062,2.0,2.0,2.0,0.0560932995318254,1464.738
0.06537713220833674,0.09275375377411554,0.11706000804786432,0.06684744163678058,0.09149443635813925,0.08305595101029606,2.0,2.0,2.0,0.05661855779162672,1464.846
0.0688918873079194,0.09322650332282656,0.12385976034584512,0.0636523714375179,0.09235540503665618,0.08463910694336574,2.0,2.0,2.0,0.08590489427230452,1464.955
0.0729401561011126,2.0,0.13555656380099435,0.07087839165037202,0.09241100278073633,0.08099030384369577,2.0,2.0,2.0,0.06568470492647138,1465.072
0.06636323023914537,2.0,0.12925893786972364,0.06329907335460849,0.08879482732399113,0.07139639499589623,2.0,2.0,2.0,0.060576824359952264,1465.184
