end_timestamp,start_timestamp,transcript
547.29,524.75,Bread
587.628,561.1980000000001,Lettuce
643.025,605.6949999999999,Apple
696.381,660.1709999999999,Tomato
762.163,754.623,Mug
796.235,774.365,Bowl
