timestamp,object,distance
515.45,Bowl,0.03602864214584711
516.207,Tomato,0.040090184000762474
517.594,Apple,0.04269164178330498
518.01,Lettuce,0.046779684504544394
518.106,Apple,0.04777322719699817
518.212,waterbottle,0.04130508136364164
520.35,Mug,0.026900927740517888
520.463,Apple,0.0398006220406375
520.679,waterbottle,0.03426398149531662
529.627,Apple,0.042571114240520846
534.596,Bread,0.019717315231554622
536.303,Lettuce,0.0010708945015996951
537.144,Bread,3.0245179437837777e-05
539.69,Apple,0.002232438596050712
542.251,Bread,0.0025247567146736705
545.592,Apple,0.0012622306276527384
548.401,Bread,0.0017969819783616447
551.527,Apple,0.002535928490611461
553.869,Bread,0.002937938647400773
553.961,Apple,0.0032345677180046772
554.546,Bread,0.002675593607070148
557.738,Apple,0.0027333109540536027
562.332,Bread,0.0005987985448968614
566.156,Lettuce,0.0010942182636043407
568.17,Apple,0.0008344598673664105
568.821,Lettuce,0.0008368237437708093
573.603,Apple,0.00240019803518865
576.995,Lettuce,0.0036862003322661874
578.691,Bread,0.1353598515990927
579.277,Lettuce,0.08057553646898019
581.003,Apple,0.02331265002595373
581.479,Lettuce,0.010473527064417398
582.817,Apple,0.0007765204622393052
586.552,Tomato,1.925047372508537e-06
586.644,Apple,2.006563519119098e-06
592.27,Tomato,0.0027107396161465402
596.297,Apple,0.0005788421357482143
596.391,Tomato,0.0007954810061386874
596.509,Apple,0.0007704765230294175
596.608,Tomato,0.0009003872907713539
596.713,Apple,0.001028265881750201
596.826,Tomato,0.0009608096513612496
600.109,Apple,0.004199762773060556
603.369,Tomato,0.0014422282953020504
603.968,Apple,1.9009360474608883e-06
604.181,Tomato,1.7986418121562764e-07
628.217,Mug,0.005160127713661589
630.775,Tomato,0.0011720162812407509
630.897,Mug,0.0005618219076273245
631.028,Tomato,0.0007886339153686528
632.897,Mug,0.0004065070614293065
637.859,Bowl,0.0002374739836468187
638.544,Mug,0.00023147101427656303
638.798,Bowl,0.0005189888597560977
639.027,Mug,0.00015022728298730303
640.347,Bowl,0.00017034979632135627
640.575,Mug,0.0006291370643926042
640.933,Bowl,0.0006257782993281946
641.049,Mug,0.0005137816710826248
641.643,Bowl,0.000322525741898394
642.33,Mug,0.00032168337601690133
643.624,Bowl,0.0002132502903665623
643.857,Mug,9.788575490721207e-06
645.03,Tomato,0.010343548871557307
645.727,Mug,0.0013839486696570757
646.303,Tomato,0.0013305335769788762
646.423,Mug,0.0016757127175129893
646.666,Bowl,0.0013692301963347253
660.799,drill,0.0100521405759878
661.042,Bowl,0.00968658459481464
666.781,Tomato,0.004973349043567721
669.492,Apple,0.05536438446888392
669.94,Lettuce,0.041769011604186335
670.164,waterbottle,0.03362839209699353
677.221,Tomato,0.022173081759197966
678.237,waterbottle,0.012260806910611377
680.701,Lettuce,0.011394025188149248
680.806,Bread,0.012033741414239962
680.886,Lettuce,0.011805709365739658
681.012,waterbottle,0.011485089935412418
683.413,Tomato,0.012067104708707088
687.113,Mug,0.01030823327154562
687.222,Tomato,0.015210908733517492
688.217,waterbottle,0.028464914869678504
692.802,Bread,0.029495368953766588
692.904,waterbottle,0.028873191414064525
693.639,Bread,0.029335836326241593
697.513,waterbottle,0.03449909042862176
