/Objects/Apple_34d5f204,/Objects/Bowl_1,/Objects/Bread_a13c4e42,/Objects/Lettuce_b97186e2,/Objects/Mug_77db6e4d,/Objects/Tomato_7d6fd278,/Objects/drill_textured/default,/Objects/firstaid,/Objects/hammer_textured/default,/Objects/waterbottle,timestamp
0.19240373796995602,2.0,0.24531946003007843,0.19632279258987306,0.23658178032349042,0.20551341559931224,2.0,2.0,2.0,0.18852356237691958,1957.097
0.21153647550610644,2.0,0.24451243391804112,0.20418810855275926,0.26995943844100845,0.23510877446172307,2.0,2.0,2.0,0.2061630375101433,1957.283
0.22765888920137722,2.0,0.24254687880071724,0.21069236175791517,0.2976188174626959,0.2600315299664224,2.0,2.0,2.0,0.22130430042976645,1957.344
0.2833399187628548,2.0,0.2636392118750126,0.24862475957158192,0.37430241728783453,0.33176391078993794,2.0,2.0,2.0,0.2758137851471968,1957.477
0.41696677359110945,2.0,0.3454833911609174,0.35775772570336983,0.5344600584224746,0.4866823864555716,2.0,2.0,2.0,0.4090353925601833,1957.617
0.6036954182486529,2.0,0.4913970925882033,0.5268995143789861,0.7379619415096017,0.6877206861679424,2.0,2.0,2.0,0.5966254413391334,1957.745
0.6625679387200814,2.0,0.5421023193476606,0.5824548873898936,0.79970519888867,0.7491142407081037,2.0,2.0,2.0,0.6558432683846316,1957.812
0.7562620061509393,2.0,0.6280224496352498,0.673321197715219,0.8967256262189307,0.8449940607734255,2.0,2.0,2.0,0.7509917217569966,1958.16
0.7624689302877209,2.0,0.6280224496352498,0.673321197715219,0.8967256262189307,0.8449940607734255,2.0,2.0,2.0,0.7509917217569966,1958.338
0.7644302550639718,2.0,0.6292996469915892,0.6792230293230959,0.9068615930533538,0.8550658995361442,2.0,2.0,2.0,0.7600899646197619,1958.398
0.7309839181095731,2.0,0.5948210044620892,0.6412874197987856,0.8665259681399882,0.8142217965830754,2.0,2.0,2.0,0.7202014257410454,1958.457
0.4956216262997185,2.0,0.4033713332214063,0.42432134088300755,0.619084478652106,0.5671501311589232,2.0,2.0,2.0,0.48510718440419076,1958.635
0.2731971611761965,2.0,0.2665632207745078,0.24327481647457405,0.35756504863574434,0.3140798243687628,2.0,2.0,2.0,0.2653547440438373,1958.825
0.24083650648670207,2.0,0.2721397449492544,0.23055657846139532,0.30462890027155376,0.26632136056423716,2.0,2.0,2.0,0.23496900511478758,1958.889
0.22397510915369945,2.0,0.2864268758713018,0.23100967026862196,0.26799851771970984,0.23541215354204514,2.0,2.0,2.0,0.22035504494559988,1958.974
0.22457718499917234,2.0,0.3154635637630415,0.24842742941126517,0.24872591190379212,0.22212579577923297,2.0,2.0,2.0,0.2238242663551162,1959.256
0.2148191021089505,2.0,0.3083200482700029,0.24089361155924593,0.2356532713358893,0.21040565082056895,2.0,2.0,2.0,0.2147061666483464,1959.399
0.23129586723668127,2.0,0.3310943953359081,0.2609068401640673,0.24861987776436678,0.2240145915222037,2.0,2.0,2.0,0.23200862011331713,1959.508
0.2690148270830045,2.0,0.3726924876701443,0.30002932375249614,0.28647375237367567,0.2607862394672761,2.0,2.0,2.0,0.2701237321041884,1959.665
0.2913025348792777,2.0,0.4045676902045865,0.3281168375249577,0.30201762489740336,0.2781109622410094,2.0,2.0,2.0,0.29373983896827127,1959.87
0.33107183304398136,2.0,0.4547963160579912,0.37379283421144427,0.33545372975778676,0.312872857192353,2.0,2.0,2.0,0.33480766734924305,1960.019
0.44239447921592034,2.0,0.5935362051785886,0.5018015783759366,0.4265844601114003,0.4094784748461835,2.0,2.0,2.0,0.44991094233925966,1960.197
0.493989768327617,2.0,0.6536558510254309,0.558822645925058,0.47116250240111235,0.45607983888741366,2.0,2.0,2.0,0.502800786330716,1960.338
0.39004949596406546,2.0,0.5215522071412066,0.4368449469175363,0.3903659182560386,0.3682502907319446,2.0,2.0,2.0,0.39465454710825565,1960.516
