end_timestamp,start_timestamp,transcript
2030.562,2011.6619999999998,Bread
2062.708,2047.6580000000001,Lettuce
2107.127,2093.857,Apple
2146.852,2130.4519999999998,Tomato
2170.036,2159.5460000000003,Mug
2207.642,2197.102,Bowl

